33	3	4	0	0	0	0
34	2	0	0	0	0	0
34	2	3	0	0	0	0
34	3	3	0	0	0	0
34	2	2	0	0	0	0
34	2	1	0	0	0	0
34	3	1	0	0	0	0
34	2	1	0	0	0	0
34	3	2	0	0	0	0
34	3	3	0	0	0	0
34	2	2	0	0	0	0
35	2	2	0	0	0	0
35	3	2	0	0	0	0
35	2	2	0	0	0	0
35	2	1	0	0	0	0
35	3	2	0	0	0	0
35	2	0	0	0	0	0
35	2	2	0	0	0	0
35	3	3	0	0	0	0
35	2	0	0	0	0	0
35	2	3	0	0	0	0
36	3	2	0	0	0	0
36	2	2	0	0	0	0
36	2	0	0	0	0	0
36	3	0	0	0	0	0
36	2	0	0	0	0	0
36	2	2	0	0	0	0
36	3	4	0	0	0	0
36	2	0	0	0	0	0
36	3	3	0	0	0	0
36	3	1	0	0	0	0
37	2	2	0	0	0	0
37	3	3	0	0	0	0
37	3	2	0	0	0	0
37	2	2	0	0	0	0
37	3	2	0	0	0	0
37	3	4	0	0	0	0
37	2	0	0	0	0	0
37	3	3	0	0	0	0
37	2	3	0	0	0	0
37	3	2	0	0	0	0
38	3	3	0	0	0	0
38	3	2	0	0	0	0
38	2	3	0	0	0	0
38	3	3	0	0	0	0
38	3	2	0	0	0	0
38	2	0	0	0	0	0
38	3	0	0	0	0	0
38	2	2	0	0	0	0
38	2	3	0	0	0	0
38	3	2	0	0	0	0
39	2	4	0	0	0	0
39	2	2	0	0	0	0
39	3	2	0	0	0	0
39	3	2	0	0	0	0
39	3	0	0	0	0	0
39	3	2	0	0	0	0
39	2	1	0	0	0	0
39	2	2	0	0	0	0
39	3	2	0	0	0	0
39	2	0	0	0	0	0
40	2	2	0	0	0	0
40	3	2	0	0	0	0
40	2	0	0	0	0	0
40	2	2	0	0	0	0
40	3	0	0	0	0	0
40	2	2	0	0	0	0
40	3	3	0	0	0	0
40	3	2	0	0	0	0
40	2	0	0	0	0	0
40	2	2	0	0	0	0
41	2	3	0	0	0	0
41	2	2	0	0	0	0
41	2	2	0	0	0	0
41	3	0	0	0	0	0
41	2	2	0	0	0	0
41	3	2	0	0	0	0
41	3	2	0	0	0	0
41	2	0	0	0	0	0
41	2	2	0	0	0	0
41	3	3	0	0	0	0
42	3	3	0	0	0	0
42	2	2	0	0	0	0
42	3	0	0	0	0	0
42	2	2	0	0	0	0
42	3	3	0	0	0	0
42	3	2	0	0	0	0
42	2	0	0	0	0	0
42	3	3	0	0	0	0
42	3	0	0	0	0	0
42	2	2	0	0	0	0
43	3	2	0	0	0	0
43	3	2	0	0	0	0
43	2	2	0	0	0	0
43	3	2	0	0	0	0
43	3	2	0	0	0	0
43	2	0	0	0	0	0
43	3	0	0	0	0	0
43	3	0	0	0	0	0
43	2	2	0	0	0	0
43	3	4	0	0	0	0
44	3	0	0	0	0	0
44	2	2	0	0	0	0
44	3	2	0	0	0	0
44	3	4	0	0	0	0
44	2	2	0	0	0	0
44	2	2	0	0	0	0
44	2	0	0	0	0	0
44	2	3	0	0	0	0
44	3	2	0	0	0	0
44	3	2	0	0	0	0
45	2	1	0	0	0	0
45	3	3	0	0	0	0
45	3	2	0	0	0	0
45	2	0	0	0	0	0
45	3	0	0	0	0	0
45	2	2	0	0	0	0
45	2	2	0	0	0	0
45	3	2	0	0	0	0
45	3	0	0	0	0	0
45	2	2	0	0	0	0
46	3	3	0	0	0	0
46	3	2	0	0	0	0
46	2	2	0	0	0	0
46	3	0	0	0	0	0
46	2	2	0	0	0	0
46	2	5	0	0	0	0
46	3	3	0	0	0	0
46	2	0	0	0	0	0
46	2	3	0	0	0	0
46	3	2	0	0	0	0
47	2	2	0	0	0	0
47	2	2	0	0	0	0
47	3	2	0	0	0	0
47	2	2	0	0	0	0
47	2	2	0	0	0	0
47	3	4	0	0	0	0
47	2	1	0	0	0	0
47	2	3	0	0	0	0
47	3	2	0	0	0	0
47	2	2	0	0	0	0
48	2	3	0	0	0	0
48	3	5	0	0	0	0
48	2	2	0	0	0	0
48	3	3	0	0	0	0
48	3	3	0	0	0	0
48	2	1	0	0	0	0
48	2	2	0	0	0	0
48	3	1	0	0	0	0
48	2	2	0	0	0	0
48	3	3	0	0	0	0
49	3	1	0	0	0	0
49	2	2	0	0	0	0
49	3	3	0	0	0	0
49	3	2	0	0	0	0
49	2	0	0	0	0	0
49	3	2	0	0	0	0
49	3	0	0	0	0	0
49	3	2	0	0	0	0
49	3	3	0	0	0	0
49	3	0	0	0	0	0
50	2	3	0	0	0	0
50	3	3	0	0	0	0
50	3	3	0	0	0	0
50	2	0	0	0	0	0
50	3	0	0	0	0	0
50	2	2	0	0	0	0
50	3	2	0	0	0	0
50	2	2	0	0	0	0
50	3	0	0	0	0	0
50	2	1	0	0	0	0
51	3	3	0	0	0	0
51	3	3	0	0	0	0
51	3	2	0	0	0	0
51	3	0	0	0	0	0
51	2	0	0	0	0	0
51	2	2	0	0	0	0
51	3	3	0	0	0	0
51	3	3	0	0	0	0
51	2	2	0	0	0	0
51	3	2	0	0	0	0
52	3	3	0	0	0	0
