89	2	2	0	0	0	0
89	2	2	0	0	0	0
89	2	2	0	0	0	0
2	0	0	0	0	0	0
2	3	1	0	0	0	0
2	0	0	0	0	0	0
2	0	0	0	0	0	0
2	3	1	0	0	0	0
2	3	2	0	0	0	0
2	3	0	0	0	0	0
2	3	3	0	0	0	0
2	3	2	0	0	0	0
2	3	0	0	0	0	0
2	3	2	0	0	0	0
2	3	2	0	0	0	0
2	2	2	0	0	0	0
3	3	0	0	0	0	0
3	3	0	0	0	0	0
3	3	2	0	0	0	0
3	3	2	0	0	0	0
3	3	2	0	0	0	0
3	3	2	0	0	0	0
3	3	3	0	0	0	0
3	3	2	0	0	0	0
3	2	2	0	0	0	0
3	3	2	0	0	0	0
4	3	2	0	0	0	0
4	3	0	0	0	0	0
4	3	4	0	0	0	0
4	3	2	0	0	0	0
4	3	3	0	0	0	0
4	3	3	0	0	0	0
4	3	2	0	0	0	0
4	3	3	0	0	0	0
4	3	2	0	0	0	0
4	3	0	0	0	0	0
4	3	2	0	0	0	0
5	3	3	0	0	0	0
5	3	3	0	0	0	0
5	3	4	0	0	0	0
5	3	2	0	0	0	0
5	3	2	0	0	0	0
5	3	2	0	0	0	0
5	3	3	0	0	0	0
5	3	4	0	0	0	0
5	3	3	0	0	0	0
5	3	2	0	0	0	0
6	2	2	0	0	0	0
6	3	3	0	0	0	0
6	3	1	0	0	0	0
6	3	1	0	0	0	0
6	2	3	0	0	0	0
6	3	3	0	0	0	0
6	3	2	0	0	0	0
6	3	2	0	0	0	0
6	3	2	0	0	0	0
6	3	3	0	0	0	0
7	3	4	0	0	0	0
7	3	0	0	0	0	0
7	3	3	0	0	0	0
7	3	2	0	0	0	0
7	3	2	0	0	0	0
7	2	0	0	0	0	0
7	2	3	0	0	0	0
7	3	2	0	0	0	0
7	2	2	0	0	0	0
7	3	4	0	0	0	0
8	3	1	0	0	0	0
8	2	0	0	0	0	0
8	3	2	0	0	0	0
8	3	2	0	0	0	0
8	3	1	0	0	0	0
8	3	3	0	0	0	0
8	3	2	0	0	0	0
8	2	2	0	0	0	0
8	3	3	0	0	0	0
8	3	1	0	0	0	0
9	3	3	0	0	0	0
9	3	2	0	0	0	0
9	3	3	0	0	0	0
9	3	1	0	0	0	0
9	3	3	0	0	0	0
9	3	3	0	0	0	0
9	2	2	0	0	0	0
9	3	4	0	0	0	0
9	3	3	0	0	0	0
9	2	2	0	0	0	0
10	3	2	0	0	0	0
10	3	2	0	0	0	0
10	3	0	0	0	0	0
10	3	0	0	0	0	0
10	3	0	0	0	0	0
10	2	3	0	0	0	0
10	3	2	0	0	0	0
10	3	2	0	0	0	0
10	3	2	0	0	0	0
10	3	2	0	0	0	0
11	3	2	0	0	0	0
11	3	0	0	0	0	0
11	3	4	0	0	0	0
11	3	0	0	0	0	0
11	2	2	0	0	0	0
11	3	2	0	0	0	0
